"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"COLLINS, DOLORES R","Application Filed","Allowed","3","27","1","21","5"
"COLLINS, DOLORES R","Interview","Not Allowed","10","27","1","21","5"
"COLLINS, DOLORES R","RCE","Not Allowed","5","27","1","21","5"
"COLLINS, DOLORES R","Appeal","Allowed","1","27","1","21","5"
"COLLINS, DOLORES R","Interview","Allowed","11","27","1","21","5"
"COLLINS, GARY","Appeal","Allowed","1","81","1","60","20"
"COLLINS, GARY","Application Filed","Allowed","7","81","1","60","20"
"COLLINS, GARY","Interview","Not Allowed","15","81","1","60","20"
"COLLINS, GARY","Interview","Allowed","45","81","1","60","20"
"COLLINS, GARY","RCE","Allowed","1","81","1","60","20"
"COLLINS, GARY","RCE","Not Allowed","19","81","1","60","20"
"COLLINS, GARY","Application Filed","Not Allowed","8","81","1","60","20"
"COLLINS, JASON M","Application Filed","Allowed","27","60","2","30","28"
"COLLINS, JASON M","Interview","Allowed","13","60","2","30","28"
"COLLINS, JASON M","Interview","Not Allowed","17","60","2","30","28"
"COLLINS, JASON M","Appeal","Not Allowed","1","60","2","30","28"
"COLLINS, JASON M","Application Filed","Not Allowed","13","60","2","30","28"
"COLLINS, JASON M","RCE","Not Allowed","28","60","2","30","28"
"COLLINS, JASON M","Appeal","Allowed","1","60","2","30","28"
"COLLINS, MICHAEL","Application Filed","Allowed","43","122",,"72","50"
"COLLINS, MICHAEL","Application Filed","Not Allowed","12","122",,"72","50"
"COLLINS, MICHAEL","Interview","Not Allowed","40","122",,"72","50"
"COLLINS, MICHAEL","RCE","Not Allowed","50","122",,"72","50"
"COLLINS, MICHAEL","Interview","Allowed","32","122",,"72","50"
"COLLINS, RAVEN","RCE","Not Allowed","51","97","2","44","51"
"COLLINS, RAVEN","Application Filed","Not Allowed","17","97","2","44","51"
"COLLINS, RAVEN","Interview","Not Allowed","33","97","2","44","51"
"COLLINS, RAVEN","Appeal","Allowed","2","97","2","44","51"
"COLLINS, RAVEN","Application Filed","Allowed","1","97","2","44","51"
"COLLINS, RAVEN","Interview","Allowed","11","97","2","44","51"
"COLLINS, SEAN W","Interview","Allowed","33","96","2","67","27"
"COLLINS, SEAN W","Application Filed","Allowed","1","96","2","67","27"
"COLLINS, SEAN W","Application Filed","Not Allowed","7","96","2","67","27"
"COLLINS, SEAN W","Interview","Not Allowed","34","96","2","67","27"
"COLLINS, SEAN W","RCE","Not Allowed","27","96","2","67","27"
"COLLINS, SEAN W","Appeal","Allowed","1","96","2","67","27"
"COLLINS, SEAN W","Appeal","Not Allowed","1","96","2","67","27"
"COLLINS, TIMOTHY D","Interview","Not Allowed","2","10",,"3","7"
"COLLINS, TIMOTHY D","Interview","Allowed","1","10",,"3","7"
"COLLINS, TIMOTHY D","Application Filed","Not Allowed","22","10",,"3","7"
"COLLINS, TIMOTHY D","RCE","Not Allowed","7","10",,"3","7"
"COLLISTER, ELIZABETH A","RCE","Not Allowed","28","81",,"53","28"
"COLLISTER, ELIZABETH A","Application Filed","Allowed","10","81",,"53","28"
"COLLISTER, ELIZABETH A","Interview","Not Allowed","18","81",,"53","28"
"COLLISTER, ELIZABETH A","Application Filed","Not Allowed","10","81",,"53","28"
"COLLISTER, ELIZABETH A","Interview","Allowed","35","81",,"53","28"
"COLON MORALES, DAVID","Interview","Not Allowed","10","109","2","83","24"
"COLON MORALES, DAVID","RCE","Not Allowed","24","109","2","83","24"
"COLON MORALES, DAVID","Application Filed","Not Allowed","13","109","2","83","24"
"COLON MORALES, DAVID","Application Filed","Allowed","17","109","2","83","24"
"COLON MORALES, DAVID","Interview","Allowed","73","109","2","83","24"
"COLON MORALES, DAVID","Appeal","Not Allowed","2","109","2","83","24"
"COLON SANTANA, EDUARDO","Interview","Not Allowed","1","2",,"1","1"
"COLON SANTANA, EDUARDO","RCE","Not Allowed","1","2",,"1","1"
"COLUCCI, MICHAEL C","Interview","Not Allowed","79","197","4","117","76"
"COLUCCI, MICHAEL C","Application Filed","Allowed","47","197","4","117","76"
"COLUCCI, MICHAEL C","RCE","Not Allowed","76","197","4","117","76"
"COLUCCI, MICHAEL C","Application Filed","Not Allowed","6","197","4","117","76"
"COLUCCI, MICHAEL C","Interview","Allowed","38","197","4","117","76"
"COLUCCI, MICHAEL C","Appeal","Not Allowed","4","197","4","117","76"
"COMBER, KEVIN J","Appeal","Allowed","1","148","1","123","24"
"COMBER, KEVIN J","Application Filed","Not Allowed","10","148","1","123","24"
"COMBER, KEVIN J","Interview","Not Allowed","16","148","1","123","24"
"COMBER, KEVIN J","Application Filed","Allowed","29","148","1","123","24"
"COMBER, KEVIN J","RCE","Not Allowed","24","148","1","123","24"
"COMBER, KEVIN J","Interview","Allowed","107","148","1","123","24"
"COMEDY, JASMINE LO'REN","Application Filed","Allowed","36","4",,"4",
"COMEDY, JASMINE LO'REN","Interview","Allowed","4","4",,"4",
"COMINGS, DANIEL C","Appeal","Not Allowed","2","78","3","45","30"
"COMINGS, DANIEL C","Application Filed","Allowed","5","78","3","45","30"
"COMINGS, DANIEL C","RCE","Not Allowed","30","78","3","45","30"
"COMINGS, DANIEL C","Interview","Allowed","26","78","3","45","30"
"COMINGS, DANIEL C","Appeal","Allowed","1","78","3","45","30"
"COMINGS, DANIEL C","Interview","Not Allowed","19","78","3","45","30"
"COMINGS, DANIEL C","Application Filed","Not Allowed","6","78","3","45","30"
"COMLEY, ALEXANDER BRYANT","Application Filed","Allowed","1","124","2","73","49"
"COMLEY, ALEXANDER BRYANT","Interview","Allowed","44","124","2","73","49"
"COMLEY, ALEXANDER BRYANT","Application Filed","Not Allowed","17","124","2","73","49"
"COMLEY, ALEXANDER BRYANT","RCE","Not Allowed","49","124","2","73","49"
"COMLEY, ALEXANDER BRYANT","Appeal","Not Allowed","2","124","2","73","49"
"COMLEY, ALEXANDER BRYANT","Interview","Not Allowed","29","124","2","73","49"
"COMSTOCK, DAVID C","Interview","Allowed","65","123","2","92","29"
"COMSTOCK, DAVID C","Interview","Not Allowed","27","123","2","92","29"
"COMSTOCK, DAVID C","Application Filed","Not Allowed","16","123","2","92","29"
"COMSTOCK, DAVID C","Application Filed","Allowed","10","123","2","92","29"
"COMSTOCK, DAVID C","Appeal","Allowed","2","123","2","92","29"
"COMSTOCK, DAVID C","RCE","Not Allowed","29","123","2","92","29"
"CONDRA, DARLENE P","Application Filed","Allowed","64","57",,"37","20"
"CONDRA, DARLENE P","Interview","Allowed","24","57",,"37","20"
"CONDRA, DARLENE P","Application Filed","Not Allowed","12","57",,"37","20"
"CONDRA, DARLENE P","RCE","Not Allowed","20","57",,"37","20"
"CONDRA, DARLENE P","Interview","Not Allowed","13","57",,"37","20"
"CONIGLIO, AUDREA JUNE BUCKLEY","Interview","Not Allowed","37","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","RCE","Not Allowed","57","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","Application Filed","Allowed","10","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","Application Filed","Not Allowed","11","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","Appeal","Not Allowed","3","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","Appeal","Allowed","2","118","5","56","57"
"CONIGLIO, AUDREA JUNE BUCKLEY","Interview","Allowed","19","118","5","56","57"
"CONLEY, FREDRICK C","Application Filed","Not Allowed","20","59","2","32","25"
"CONLEY, FREDRICK C","Interview","Allowed","22","59","2","32","25"
"CONLEY, FREDRICK C","Appeal","Not Allowed","2","59","2","32","25"
"CONLEY, FREDRICK C","Application Filed","Allowed","80","59","2","32","25"
"CONLEY, FREDRICK C","RCE","Not Allowed","25","59","2","32","25"
"CONLEY, FREDRICK C","Interview","Not Allowed","10","59","2","32","25"
"CONLEY, OI K","Appeal","Not Allowed","1","100","3","45","52"
"CONLEY, OI K","RCE","Not Allowed","52","100","3","45","52"
"CONLEY, OI K","Appeal","Allowed","2","100","3","45","52"
"CONLEY, OI K","Interview","Not Allowed","31","100","3","45","52"
"CONLEY, OI K","Application Filed","Allowed","42","100","3","45","52"
"CONLEY, OI K","Application Filed","Not Allowed","4","100","3","45","52"
"CONLEY, OI K","Interview","Allowed","14","100","3","45","52"
"CONLEY, SEAN EVERETT","Application Filed","Allowed","31","65","3","31","31"
"CONLEY, SEAN EVERETT","Interview","Allowed","18","65","3","31","31"
"CONLEY, SEAN EVERETT","Appeal","Not Allowed","2","65","3","31","31"
"CONLEY, SEAN EVERETT","RCE","Not Allowed","31","65","3","31","31"
"CONLEY, SEAN EVERETT","Interview","Not Allowed","13","65","3","31","31"
"CONLEY, SEAN EVERETT","Application Filed","Not Allowed","14","65","3","31","31"
"CONLEY, SEAN EVERETT","Appeal","Allowed","1","65","3","31","31"
"CONLON, MARISA V","Interview","Not Allowed","43","121","4","59","58"
"CONLON, MARISA V","Application Filed","Not Allowed","11","121","4","59","58"
"CONLON, MARISA V","Appeal","Not Allowed","4","121","4","59","58"
"CONLON, MARISA V","Application Filed","Allowed","1","121","4","59","58"
"CONLON, MARISA V","RCE","Not Allowed","58","121","4","59","58"
"CONLON, MARISA V","Interview","Allowed","16","121","4","59","58"
"CONNELLY, MICHELLE R","Interview","Allowed","54","144","4","83","57"
"CONNELLY, MICHELLE R","Application Filed","Allowed","30","144","4","83","57"
"CONNELLY, MICHELLE R","Appeal","Partially Allowed","1","144","4","83","57"
"CONNELLY, MICHELLE R","RCE","Not Allowed","57","144","4","83","57"
"CONNELLY, MICHELLE R","Interview","Not Allowed","29","144","4","83","57"
"CONNELLY, MICHELLE R","Appeal","Not Allowed","1","144","4","83","57"
"CONNELLY, MICHELLE R","Appeal","Allowed","2","144","4","83","57"
"CONNELLY, MICHELLE R","Application Filed","Not Allowed","7","144","4","83","57"
"CONNER, SEAN M","RCE","Not Allowed","48","169",,"121","48"
"CONNER, SEAN M","Interview","Not Allowed","54","169",,"121","48"
"CONNER, SEAN M","Application Filed","Allowed","5","169",,"121","48"
"CONNER, SEAN M","Application Filed","Not Allowed","6","169",,"121","48"
"CONNER, SEAN M","Interview","Allowed","67","169",,"121","48"
"CONNERAN, MARIA E","Application Filed","Allowed","1",,,,
"CONNOLLY, MARK A","Application Filed","Allowed","53","59",,"26","33"
"CONNOLLY, MARK A","Application Filed","Not Allowed","8","59",,"26","33"
"CONNOLLY, MARK A","Interview","Not Allowed","12","59",,"26","33"
"CONNOLLY, MARK A","Interview","Allowed","14","59",,"26","33"
"CONNOLLY, MARK A","RCE","Not Allowed","33","59",,"26","33"
"CONNOR, ALEXANDER HENRY","Application Filed","Not Allowed","17","35","2","16","17"
"CONNOR, ALEXANDER HENRY","RCE","Not Allowed","17","35","2","16","17"
"CONNOR, ALEXANDER HENRY","Interview","Not Allowed","10","35","2","16","17"
"CONNOR, ALEXANDER HENRY","Application Filed","Allowed","1","35","2","16","17"
"CONNOR, ALEXANDER HENRY","Interview","Allowed","6","35","2","16","17"
"CONNOR, ALEXANDER HENRY","Appeal","Not Allowed","2","35","2","16","17"
"CONNORS, ALEXANDRA F","Interview","Not Allowed","16","55","3","23","29"
"CONNORS, ALEXANDRA F","Appeal","Not Allowed","3","55","3","23","29"
"CONNORS, ALEXANDRA F","Interview","Allowed","7","55","3","23","29"
"CONNORS, ALEXANDRA F","Application Filed","Not Allowed","9","55","3","23","29"
"CONNORS, ALEXANDRA F","RCE","Not Allowed","29","55","3","23","29"
"CONSTANTINE, CHARLES Z","Interview","Not Allowed","5","33",,"24","9"
"CONSTANTINE, CHARLES Z","RCE","Not Allowed","9","33",,"24","9"
"CONSTANTINE, CHARLES Z","Interview","Allowed","19","33",,"24","9"
"CONSTANTINE, CHARLES Z","Application Filed","Not Allowed","5","33",,"24","9"
"CONTES DE JESUS, MAYTEE MARIE","Interview","Not Allowed","1","5",,"1","4"
"CONTES DE JESUS, MAYTEE MARIE","RCE","Not Allowed","4","5",,"1","4"
"CONTINO, PAUL F","RCE","Not Allowed","11","22",,"11","11"
"CONTINO, PAUL F","Application Filed","Not Allowed","1","22",,"11","11"
"CONTINO, PAUL F","Interview","Allowed","1","22",,"11","11"
"CONTINO, PAUL F","Interview","Not Allowed","10","22",,"11","11"
"CONTINO, PAUL F","Application Filed","Allowed","7","22",,"11","11"
"CONTRERAS, CIEL P","RCE","Not Allowed","54","130","3","73","54"
"CONTRERAS, CIEL P","Interview","Allowed","41","130","3","73","54"
"CONTRERAS, CIEL P","Application Filed","Allowed","3","130","3","73","54"
"CONTRERAS, CIEL P","Interview","Not Allowed","32","130","3","73","54"
"CONTRERAS, CIEL P","Application Filed","Not Allowed","21","130","3","73","54"
"CONTRERAS, CIEL P","Appeal","Not Allowed","3","130","3","73","54"
"CONYERS, DAWAUNE A","RCE","Not Allowed","64","167","4","99","64"
"CONYERS, DAWAUNE A","Application Filed","Not Allowed","6","167","4","99","64"
"CONYERS, DAWAUNE A","Interview","Not Allowed","85","167","4","99","64"
"CONYERS, DAWAUNE A","Interview","Allowed","14","167","4","99","64"
"CONYERS, DAWAUNE A","Appeal","Allowed","4","167","4","99","64"
"COOK, BRIAN S","Appeal","Not Allowed","1","129","3","65","61"
"COOK, BRIAN S","Interview","Allowed","13","129","3","65","61"
"COOK, BRIAN S","Application Filed","Allowed","2","129","3","65","61"
"COOK, BRIAN S","Interview","Not Allowed","52","129","3","65","61"
"COOK, BRIAN S","Application Filed","Not Allowed","5","129","3","65","61"
"COOK, BRIAN S","Appeal","Allowed","2","129","3","65","61"
"COOK, BRIAN S","RCE","Not Allowed","61","129","3","65","61"
"COOK, CHRISTOPHER L","Interview","Not Allowed","19","67","1","30","36"
"COOK, CHRISTOPHER L","Application Filed","Not Allowed","4","67","1","30","36"
"COOK, CHRISTOPHER L","Appeal","Not Allowed","1","67","1","30","36"
"COOK, CHRISTOPHER L","Interview","Allowed","11","67","1","30","36"
"COOK, CHRISTOPHER L","RCE","Not Allowed","36","67","1","30","36"
"COOK, CORTEZ M","Interview","Not Allowed","13","58",,"46","12"
"COOK, CORTEZ M","RCE","Not Allowed","12","58",,"46","12"
"COOK, CORTEZ M","Application Filed","Not Allowed","8","58",,"46","12"
"COOK, CORTEZ M","Interview","Allowed","33","58",,"46","12"
"COOK, CORTEZ M","Application Filed","Allowed","63","58",,"46","12"
"COOK, JONATHON","Application Filed","Allowed","27","64",,"43","21"
"COOK, JONATHON","Interview","Not Allowed","5","64",,"43","21"
"COOK, JONATHON","Interview","Allowed","38","64",,"43","21"
"COOK, JONATHON","Application Filed","Not Allowed","7","64",,"43","21"
"COOK, JONATHON","RCE","Allowed","2","64",,"43","21"
"COOK, JONATHON","RCE","Not Allowed","19","64",,"43","21"
"COOK, KYLE A","Interview","Not Allowed","31","100","2","54","44"
"COOK, KYLE A","Appeal","Allowed","1","100","2","54","44"
"COOK, KYLE A","Application Filed","Not Allowed","11","100","2","54","44"
"COOK, KYLE A","Interview","Allowed","23","100","2","54","44"
"COOK, KYLE A","Appeal","Not Allowed","1","100","2","54","44"
"COOK, KYLE A","Application Filed","Allowed","1","100","2","54","44"
"COOK, KYLE A","RCE","Not Allowed","44","100","2","54","44"
"COOK, LISA V","Application Filed","Allowed","9","117","2","60","55"
"COOK, LISA V","Appeal","Allowed","1","117","2","60","55"
"COOK, LISA V","RCE","Not Allowed","55","117","2","60","55"
"COOK, LISA V","Interview","Not Allowed","47","117","2","60","55"
"COOK, LISA V","Interview","Allowed","13","117","2","60","55"
"COOK, LISA V","Application Filed","Not Allowed","9","117","2","60","55"
"COOK, LISA V","Appeal","Not Allowed","1","117","2","60","55"
"COOK, WILLIAM J","Interview","Not Allowed","4","31",,"19","12"
"COOK, WILLIAM J","Interview","Allowed","15","31",,"19","12"
"COOK, WILLIAM J","Application Filed","Not Allowed","11","31",,"19","12"
"COOK, WILLIAM J","RCE","Not Allowed","12","31",,"19","12"
"COOK, WILLIAM J","Application Filed","Allowed","44","31",,"19","12"
"COOLEY, CHARLES E","Interview","Allowed","64","144","2","96","46"
"COOLEY, CHARLES E","Application Filed","Not Allowed","20","144","2","96","46"
"COOLEY, CHARLES E","Application Filed","Allowed","14","144","2","96","46"
"COOLEY, CHARLES E","Appeal","Allowed","1","144","2","96","46"
"COOLEY, CHARLES E","Interview","Not Allowed","32","144","2","96","46"
"COOLEY, CHARLES E","Appeal","Not Allowed","1","144","2","96","46"
"COOLEY, CHARLES E","RCE","Not Allowed","46","144","2","96","46"
"COOLEY, CHASE LITTLEJOHN","Interview","Not Allowed","46","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","Interview","Allowed","9","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","Appeal","Allowed","2","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","Application Filed","Not Allowed","6","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","RCE","Not Allowed","47","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","Appeal","Not Allowed","1","105","3","55","47"
"COOLEY, CHASE LITTLEJOHN","Application Filed","Allowed","1","105","3","55","47"
"COONEY, ADAM A","RCE","Not Allowed","40","121","3","78","40"
"COONEY, ADAM A","Application Filed","Allowed","4","121","3","78","40"
"COONEY, ADAM A","Interview","Not Allowed","60","121","3","78","40"
"COONEY, ADAM A","Application Filed","Not Allowed","5","121","3","78","40"
"COONEY, ADAM A","Appeal","Not Allowed","2","121","3","78","40"
"COONEY, ADAM A","Appeal","Allowed","1","121","3","78","40"
"COONEY, ADAM A","Interview","Allowed","18","121","3","78","40"
"COONEY, JOHN M","Interview","Allowed","15","91","1","43","47"
"COONEY, JOHN M","Appeal","Not Allowed","1","91","1","43","47"
"COONEY, JOHN M","RCE","Not Allowed","47","91","1","43","47"
"COONEY, JOHN M","Interview","Not Allowed","28","91","1","43","47"
"COONEY, JOHN M","Application Filed","Not Allowed","16","91","1","43","47"
"COONEY, JOHN M","Application Filed","Allowed","9","91","1","43","47"
"COOPER, JOHN","RCE","Not Allowed","43","146","2","101","43"
"COOPER, JOHN","Interview","Allowed","86","146","2","101","43"
"COOPER, JOHN","Application Filed","Not Allowed","30","146","2","101","43"
"COOPER, JOHN","Appeal","Allowed","1","146","2","101","43"
"COOPER, JOHN","Application Filed","Allowed","45","146","2","101","43"
"COOPER, JOHN","Appeal","Not Allowed","1","146","2","101","43"
"COOPER, JOHN","Interview","Not Allowed","15","146","2","101","43"
"COOPER, JOHN D","Interview","Not Allowed","1","1",,"1",
"COOPER, JONATHAN EPHRAIM","Interview","Not Allowed","26","73","1","36","36"
"COOPER, JONATHAN EPHRAIM","RCE","Not Allowed","36","73","1","36","36"
"COOPER, JONATHAN EPHRAIM","Appeal","Not Allowed","1","73","1","36","36"
"COOPER, JONATHAN EPHRAIM","Interview","Allowed","10","73","1","36","36"
"COOPER, JONATHAN EPHRAIM","Application Filed","Not Allowed","7","73","1","36","36"
"COOPER, JONATHAN G","RCE","Not Allowed","10","13",,"3","10"
"COOPER, JONATHAN G","Application Filed","Not Allowed","5","13",,"3","10"
"COOPER, JONATHAN G","Interview","Not Allowed","3","13",,"3","10"
"COOPER, REMY C","Interview","Not Allowed","4","11",,"7","4"
"COOPER, REMY C","RCE","Not Allowed","4","11",,"7","4"
"COOPER, REMY C","Interview","Allowed","3","11",,"7","4"
"COOPER, REMY C","Application Filed","Not Allowed","4","11",,"7","4"
"COOTS, ZACHARY MICHAEL","Application Filed","Allowed","1",,,,
"COOTS, ZACHARY MICHAEL","Application Filed","Not Allowed","1",,,,
"COPELAND, BREANA NICOLE","Application Filed","Allowed","4",,,,
"COPENHEAVER, BLAINE R","RCE","Not Allowed","1","1",,,"1"
"COPPINS, JANET L","Appeal","Not Allowed","4","178","4","84","90"
"COPPINS, JANET L","Application Filed","Allowed","1","178","4","84","90"
"COPPINS, JANET L","Interview","Not Allowed","41","178","4","84","90"
"COPPINS, JANET L","Application Filed","Not Allowed","24","178","4","84","90"
"COPPINS, JANET L","RCE","Not Allowed","90","178","4","84","90"
"COPPINS, JANET L","Interview","Allowed","43","178","4","84","90"
"COPPOLA, JACOB C","Application Filed","Allowed","7","141","1","74","66"
"COPPOLA, JACOB C","RCE","Not Allowed","66","141","1","74","66"
"COPPOLA, JACOB C","Interview","Not Allowed","51","141","1","74","66"
"COPPOLA, JACOB C","Application Filed","Not Allowed","9","141","1","74","66"
